10	0
20	0
30	0
40	0
50	0
60	0
70	0
80	0
90	0
100	0
110	0
120	15.6245
130	0
141	0
152	0
164	0
176	15.6251
189	0
202	0
216	0
230	0
245	0
260	0
276	0
292	0
309	0
326	0
344	0
362	0
381	15.6234
400	0
420	0
440	0
460	15.6199
481	0
502	0
524	15.6268
546	0
569	0
592	15.6233
616	0
640	0
665	0
690	15.6125
716	0
742	15.6251
769	0
796	0
824	15.6308
852	15.6251
881	0
910	15.624
940	0
970	0
1001	15.6216
1032	15.6251
1064	15.6234
1096	0
1129	15.6205
1162	0
1196	15.6297
1230	31.2438
1265	15.6285
1300	15.6245
1336	15.629
1372	15.6029
1409	15.6222
1446	31.2507
1484	15.6256
1522	31.2496
1561	15.6279
1600	15.629
1640	31.2496
1680	31.2439
1720	31.2484
1761	31.269
1802	31.217
1844	46.8787
1886	31.2524
1929	46.8746
1972	46.8735
2016	46.8871
2060	46.8701
2105	46.8735
2150	46.8774
2196	46.8769
2242	46.8752
2289	62.5082
2336	46.8712
2384	62.5077
2432	62.5082
2481	62.515
2530	62.5111
2580	62.5009
2630	62.5139
2681	62.5013
2732	62.514
2784	78.1509
2836	78.1265
2889	78.147
2942	78.1367
2996	78.1077
3050	78.1304
3105	93.7704
3160	109.3697
3216	93.7487
3272	109.3709
3329	125.0005
3386	109.3822
3444	109.3782
3502	125.008
3561	125.0346
3620	124.9715
3680	140.6455
3740	125.013
3801	156.245
3862	156.2552
3924	156.2677
3986	156.2461
4049	156.254
4112	171.858
4176	171.8848
4240	187.5088
4305	187.495
4370	187.4859
4436	203.1645
4502	203.1109
4569	203.0871
4636	218.772
4704	218.7486
4772	218.7691
4841	218.7571
4910	234.3844
4980	234.3942
5050	250.0101
5121	265.6358
5192	250.0095
5264	281.2687
5336	265.6351
5409	281.2398
5482	312.4813
5556	312.5012
5630	328.1987
5705	328.1298
5780	328.1394
5856	375.0101
5932	375.0186
6009	531.2737
6086	531.272
6164	421.8858
6242	406.2608
6321	421.892
6400	421.8932
6480	421.8898
6560	453.1422
6640	484.3935
6721	468.7741
6802	531.2715
6884	515.6465
6966	531.2703
7049	546.892
7132	546.8977
7216	593.7763
7300	609.3923
7385	578.1563
7470	640.6538
7556	640.6452
7642	765.6577
7729	687.5199
7816	890.669
7904	734.4058
7992	671.9016
8081	718.7745
8170	781.2765
8260	812.5289
8350	703.1386
8441	828.1637
8532	890.6479
8624	859.4098
8716	890.6747
8809	921.902
8902	812.5118
8996	859.4058
9090	859.4081
9185	859.4012
9280	937.5379
9376	890.6593
9472	1062.5458
