10	0
20	0
30	0
40	0
50	0
60	0
70	0
80	0
90	0
100	0
110	0
120	0
130	0
141	0
152	0
164	0
176	0
189	0
202	0
216	0
230	0
245	0
260	0
276	0
292	0
309	0
326	0
344	0
362	0
381	0
400	0
420	0
440	0
460	0
481	0
502	0
524	0
546	0
569	0
592	0
616	0
640	0
665	0
690	0
716	0
742	15.6211
769	0
796	0
824	0
852	0
881	0
910	15.6319
940	0
970	0
1001	0
1032	0
1064	0
1096	15.6257
1129	0
1162	15.6256
1196	0
1230	15.6251
1265	0
1300	15.6216
1336	0
1372	15.6262
1409	0
1446	0
1484	0
1522	0
1561	0
1600	0
1640	0
1680	0
1720	0
1761	0
1802	15.6279
1844	0
1886	0
1929	0
1972	0
2016	0
2060	0
2105	15.6245
2150	0
2196	0
2242	0
2289	0
2336	0
2384	0
2432	15.6262
2481	0
2530	15.6216
2580	0
2630	0
2681	0
2732	0
2784	0
2836	0
2889	0
2942	0
2996	0
3050	0
3105	0
3160	15.6302
3216	0
3272	0
3329	0
3386	15.6205
3444	0
3502	15.6268
3561	0
3620	15.6313
3680	15.6223
3740	0
3801	15.6273
3862	0
3924	0
3986	0
4049	0
4112	0
4176	0
4240	0
4305	15.6256
4370	15.6256
4436	0
4502	15.6262
4569	0
4636	0
4704	15.6262
4772	15.6245
4841	15.6256
4910	0
4980	15.6234
5050	15.6273
5121	15.6251
5192	0
5264	15.6273
5336	0
5409	0
5482	0
5556	0
5630	15.6267
5705	0
5780	0
5856	15.6234
5932	0
6009	0
6086	15.6245
6164	15.6301
6242	0
6321	0
6400	15.6273
6480	0
6560	15.6285
6640	0
6721	15.6267
6802	15.6267
6884	0
6966	15.6268
7049	15.6234
7132	15.6216
7216	15.6256
7300	15.6279
7385	0
7470	0
7556	15.6239
7642	15.6262
7729	0
7816	15.6274
7904	15.616
7992	0
8081	15.6239
8170	15.6228
8260	15.6268
8350	0
8441	0
8532	15.6228
8624	15.6234
8716	0
8809	0
8902	15.6268
8996	15.6222
9090	15.6239
9185	15.6301
9280	15.6205
9376	15.6268
9472	15.6256
9569	15.6291
9666	0
9764	0
9862	15.6296
9961	15.6177
10060	15.6359
10160	0
10260	0
10361	15.6438
10462	15.6233
10564	15.6057
10666	0
10769	0
10872	15.6114
10976	15.6262
11080	15.6245
11185	15.6245
11290	0
11396	15.6456
11502	15.6256
11609	15.6274
11716	15.6273
11824	15.6216
11932	15.6234
12041	15.6256
12150	15.6251
12260	15.6251
12370	15.6262
12481	15.6342
12592	15.6268
12704	15.6267
12816	15.6387
12929	15.5982
13042	15.6257
13156	15.629
13270	0
13385	15.6393
13500	15.6342
13616	15.6268
13732	15.6245
13849	15.596
13966	15.6262
14084	15.633
14202	15.6262
14321	15.6296
14440	15.6251
14560	15.6285
14680	15.6216
14801	31.253
14922	15.6262
15044	15.6211
15166	15.6267
15289	15.6239
15412	15.6342
15536	15.6159
15660	15.6251
15785	15.5784
15910	15.6239
